imagepath,videopath,video_num_frames,video_classes_present,video_name,video_category,video_total_targets,frame_number,frame_num_targets,split
G:\2025-05-14_videos_annotated\images\A03_3d4a0bbc-faf4-33ca-a304-af455e512279_99.jpg,A03_3d4a0bbc-faf4-33ca-a304-af455e512279,10,,A03_3d4a0bbc-faf4-33ca-a304-af455e512279,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_0.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_124.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_149.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_174.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_199.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_224.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_24.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_49.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_74.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_1498e8cc-bb3a-36bf-897d-662436a425c3_99.jpg,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,10,,A03_1498e8cc-bb3a-36bf-897d-662436a425c3,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_0.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,0,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_112.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,112,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_124.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,124,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_140.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,140,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_149.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,149,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_168.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,168,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_174.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,174,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_196.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,196,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_199.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,199,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_224.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,224,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_24.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,24,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_28.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,28,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_49.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,49,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_56.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,56,0,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_74.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,74,1,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_84.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,84,1,train
G:\2025-05-14_videos_annotated\images\A03_2d7edea0-a723-375a-a1bd-568e28dee63a_99.jpg,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,17,1,A03_2d7edea0-a723-375a-a1bd-568e28dee63a,target,2,99,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_0.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_124.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_149.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_174.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_199.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_224.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_24.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_49.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_74.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0_99.jpg,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,10,,A03_13e7177d-47c5-3b0a-84fb-8081cc9c91b0,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_0.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_124.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_149.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_174.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_199.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_224.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_24.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_49.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_74.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_10bff2d8-3829-3a06-a308-d27e362449f2_99.jpg,A03_10bff2d8-3829-3a06-a308-d27e362449f2,10,,A03_10bff2d8-3829-3a06-a308-d27e362449f2,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_0.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_124.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_149.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_174.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_199.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_224.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_24.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_49.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_74.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_027c1449-f409-3486-ad43-4f2b5a8403e7_99.jpg,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,10,,A03_027c1449-f409-3486-ad43-4f2b5a8403e7,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_0.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_124.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_149.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_174.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_199.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_224.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_24.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_49.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_74.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_3259e253-c072-3496-8941-4b98da6ffcf0_99.jpg,A03_3259e253-c072-3496-8941-4b98da6ffcf0,10,,A03_3259e253-c072-3496-8941-4b98da6ffcf0,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_0.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_124.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_149.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_174.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_199.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_224.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_24.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_49.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_74.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_203af6e8-fa7f-3550-a0db-e3828490f734_99.jpg,A03_203af6e8-fa7f-3550-a0db-e3828490f734,10,,A03_203af6e8-fa7f-3550-a0db-e3828490f734,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_0.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_124.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_149.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_174.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_199.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_224.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_24.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_49.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_74.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc_99.jpg,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,10,,A03_33c202fb-6769-3ef1-ad06-3de3e9c26edc,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_0.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_124.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_149.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_174.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_199.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_224.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_24.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_49.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_74.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d_99.jpg,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,10,,A03_0d9dda58-1d3b-31c9-9e0c-327628a3008d,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_0.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_124.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_149.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_174.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_199.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_224.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_24.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_49.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_74.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_21f07571-420f-317d-b49e-eeaae256cf5d_99.jpg,A03_21f07571-420f-317d-b49e-eeaae256cf5d,10,,A03_21f07571-420f-317d-b49e-eeaae256cf5d,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_24192b80-01d3-3752-8691-48c1f612d1df_0.jpg,A03_24192b80-01d3-3752-8691-48c1f612d1df,10,,A03_24192b80-01d3-3752-8691-48c1f612d1df,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_24192b80-01d3-3752-8691-48c1f612d1df_124.jpg,A03_24192b80-01d3-3752-8691-48c1f612d1df,10,,A03_24192b80-01d3-3752-8691-48c1f612d1df,background,0,124,0,train
